date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:45:50	54666/54666	---M--	200	added ('OK')	text/css	etag:%22d58a-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=4.2.2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/css/frontend.min3a05.css	(from http://localhost/wordpress/)
00:45:50	1199/1199	---M--	200	added ('OK')	text/css	etag:%224af-6588d1576bc80%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-268.css?ver=1786212834	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/elementor/css/post-268ed57.css	(from http://localhost/wordpress/)
00:45:51	560/560	---M--	200	added ('OK')	text/css	etag:%22230-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=4.2.2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-heading.min3a05.css	(from http://localhost/wordpress/)
00:45:51	4258/4258	---M--	200	added ('OK')	text/css	etag:%2210a2-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=4.2.2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-divider.min3a05.css	(from http://localhost/wordpress/)
00:45:51	10255/10255	---M--	200	added ('OK')	text/css	etag:%22280f-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=4.2.2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-list.min3a05.css	(from http://localhost/wordpress/)
00:45:51	214/214	---M--	200	added ('OK')	text/css	etag:%22d6-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=4.2.2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-image.min3a05.css	(from http://localhost/wordpress/)
00:45:52	244/244	---M--	200	added ('OK')	text/css	etag:%22f4-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min.css?ver=4.2.2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min3a05.css	(from http://localhost/wordpress/)
00:45:52	4726/4726	---M--	200	added ('OK')	text/css	etag:%221276-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=4.2.2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box.min3a05.css	(from http://localhost/wordpress/)
00:45:52	1189/1189	---M--	200	added ('OK')	text/css	etag:%224a5-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-progress.min.css?ver=4.2.2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-progress.min3a05.css	(from http://localhost/wordpress/)
00:45:52	1657/1657	---M--	200	added ('OK')	text/css	etag:%22679-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-image-box.min.css?ver=4.2.2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-image-box.min3a05.css	(from http://localhost/wordpress/)
00:45:52	16471/16471	---M--	200	added ('OK')	text/css	etag:%224057-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from http://localhost/wordpress/)
00:45:53	5486/5486	---M--	200	added ('OK')	text/css	etag:%22156e-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=4.2.2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min3a05.css	(from http://localhost/wordpress/)
00:45:53	2419/2419	---M--	200	added ('OK')	text/css	etag:%22973-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-image-gallery.min.css?ver=4.2.2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-image-gallery.min3a05.css	(from http://localhost/wordpress/)
00:45:53	48089/48089	---M--	200	added ('OK')	text/css	etag:%22bbd9-6588d54e21680%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-267.css?ver=1786213898	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/elementor/css/post-2671ef6.css	(from http://localhost/wordpress/)
00:45:53	22258/22258	---M--	200	added ('OK')	text/css	etag:%2256f2-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min705c.css	(from http://localhost/wordpress/)
00:45:53	10255/10255	---M--	200	added ('OK')	text/css	etag:%22280f-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-list.min44b4.css	(from http://localhost/wordpress/)
00:45:54	5110/5110	---M--	200	added ('OK')	text/css	etag:%2213f6-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.0	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-social-icons.min2401.css	(from http://localhost/wordpress/)
00:45:54	732/732	---M--	200	added ('OK')	text/css	etag:%222dc-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands52d5.css	(from http://localhost/wordpress/)
00:45:54	72184/72184	---M--	200	added ('OK')	text/css	etag:%22119f8-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from http://localhost/wordpress/)
00:45:54	727/727	---M--	200	added ('OK')	text/css	etag:%222d7-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from http://localhost/wordpress/)
00:45:55	87553/87553	---M--	200	added ('OK')	application/x-javascript	etag:%2215601-603f9cbf78400%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost/wordpress/)
00:45:55	13577/13577	---M--	200	added ('OK')	application/x-javascript	etag:%223509-5fda6e6e94900%22	http://localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost/wordpress/)
00:45:56	822/822	---M--	200	added ('OK')	text/xml	date:Sat,%2008%20Aug%202026%2018:45:56%20GMT	http://localhost/wordpress/xmlrpc.php?rsd	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/xmlrpc0db0.php	(from http://localhost/wordpress/)
00:45:56	47506/47506	---MC-	200	added ('OK')	application/json	date:Sat,%2008%20Aug%202026%2018:45:55%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/267	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-json/wp/v2/pages/267.json	(from http://localhost/wordpress/)
00:46:00	90257/90257	---M--	200	added ('OK')	image/png	etag:%2216091-6588d05405880%22	http://localhost/wordpress/wp-content/uploads/2026/08/smart-growth-agency-Logo.png	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2026/08/smart-growth-agency-Logo.png	(from http://localhost/wordpress/)
00:46:00	85064/85064	---M--	200	added ('OK')	image/png	etag:%2214c48-6588d19b21c40%22	http://localhost/wordpress/wp-content/uploads/2026/08/ChatGPT-Image-%e0%a7%a8%e0%a7%ad-%e0%a6%9c%e0%a7%81%e0%a6%a8-%e0%a7%a8%e0%a7%a6%e0%a7%a8%e0%a7%ac-%e0%a7%a7%e0%a7%a8_%e0%a7%ab%e0%a7%ab_%e0%a7%a8%e0%a7%a7-AM-300x181.png	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2026/08/ChatGPT-Image-%e0%a7%a8%e0%a7%ad-%e0%a6%9c%e0%a7%81%e0%a6%a8-%e0%a7%a8%e0%a7%a6%e0%a7%a8%e0%a7%ac-%e0%a7%a7%e0%a7%a8_%e0%a7%ab%e0%a7%ab_%e0%a7%a8%e0%a7%a7-AM-300x181.png	(from http://localhost/wordpress/)
00:46:16	508294/508294	---MC-	200	added ('OK')	application/json	date:Sat,%2008%20Aug%202026%2018:45:55%20GMT	http://localhost/wordpress/wp-json/	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-json/index.html	(from http://localhost/wordpress/)
00:46:19	459533/459533	---M--	200	added ('OK')	image/png	etag:%227030d-6588d19c15e80%22	http://localhost/wordpress/wp-content/uploads/2026/08/ChatGPT-Image-%e0%a7%a8%e0%a7%ad-%e0%a6%9c%e0%a7%81%e0%a6%a8-%e0%a7%a8%e0%a7%a6%e0%a7%a8%e0%a7%ac-%e0%a7%a7%e0%a7%a8_%e0%a7%ab%e0%a7%ab_%e0%a7%a8%e0%a7%a7-AM-768x462.png	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2026/08/ChatGPT-Image-%e0%a7%a8%e0%a7%ad-%e0%a6%9c%e0%a7%81%e0%a6%a8-%e0%a7%a8%e0%a7%a6%e0%a7%a8%e0%a7%ac-%e0%a7%a7%e0%a7%a8_%e0%a7%ab%e0%a7%ab_%e0%a7%a8%e0%a7%a7-AM-768x462.png	(from http://localhost/wordpress/)
00:46:20	33511/33511	---M--	200	added ('OK')	image/jpeg	etag:%2282e7-6588d0e406c40%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-01-free-img.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/portfolio-01-free-img.jpg	(from http://localhost/wordpress/)
00:46:22	30418/30418	---M--	200	added ('OK')	image/jpeg	etag:%2276d2-6588d0e406c40%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-03-free-img.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/portfolio-03-free-img.jpg	(from http://localhost/wordpress/)
00:46:24	51334/51334	---M--	200	added ('OK')	image/jpeg	etag:%22c886-6588d0e406c40%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-02-free-img.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/portfolio-02-free-img.jpg	(from http://localhost/wordpress/)
00:46:26	33655/33655	---M--	200	added ('OK')	image/jpeg	etag:%228377-6588d0e4fae80%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-05-free-img.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/portfolio-05-free-img.jpg	(from http://localhost/wordpress/)
00:46:28	38706/38706	---M--	200	added ('OK')	image/jpeg	etag:%229732-6588d0e406c40%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-04-free-img.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/portfolio-04-free-img.jpg	(from http://localhost/wordpress/)
00:46:29	28095/28095	---M--	200	added ('OK')	image/jpeg	etag:%226dbf-6588d0e4fae80%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-06-free-img.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/portfolio-06-free-img.jpg	(from http://localhost/wordpress/)
00:46:29	1051/1051	---M--	200	added ('OK')	text/css	etag:%2241b-65879abb029c0%22	http://localhost/wordpress/wp-content/themes/astra/assets/css/minified/galleries.min.css?ver=4.13.8	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/themes/astra/assets/css/minified/galleries.min1be6.css	(from http://localhost/wordpress/)
00:46:30	26311/26311	---M--	200	added ('OK')	application/x-javascript	etag:%2266c7-65879abb029c0%22	http://localhost/wordpress/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.13.8	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/themes/astra/assets/js/minified/frontend.min1be6.js	(from http://localhost/wordpress/)
00:46:30	818/818	---M--	200	added ('OK')	application/x-javascript	etag:%22332-65879af346e80%22	http://localhost/wordpress/wp-includes/js/dist/dom-ready.min.js?ver=a06281ae5cf5500e9317	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-includes/js/dist/dom-ready.min379d.js	(from http://localhost/wordpress/)
00:46:30	6587/6587	---M--	200	added ('OK')	application/x-javascript	etag:%2219bb-6588cf8607280%22	http://localhost/wordpress/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=09382f635556bec359b3	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main1006.js	(from http://localhost/wordpress/)
00:46:30	5819/5819	---M--	200	added ('OK')	application/x-javascript	etag:%2216bb-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=4.2.2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/js/webpack.runtime.min3a05.js	(from http://localhost/wordpress/)
00:46:31	50602/50602	---M--	200	added ('OK')	application/x-javascript	etag:%22c5aa-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=4.2.2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min3a05.js	(from http://localhost/wordpress/)
00:46:31	21464/21464	---M--	200	added ('OK')	application/x-javascript	etag:%2253d8-62d7786c9e380%22	http://localhost/wordpress/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-includes/js/jquery/ui/core.minb37e.js	(from http://localhost/wordpress/)
00:46:31	32098/32098	---M--	200	added ('OK')	application/x-javascript	etag:%227d62-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=4.2.2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend.min3a05.js	(from http://localhost/wordpress/)
00:46:32	143709/143709	---M--	200	added ('OK')	application/x-javascript	etag:%222315d-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from http://localhost/wordpress/)
00:46:33	782324/782324	---M--	200	added ('OK')	image/png	etag:%22beff4-6588d19c15e80%22	http://localhost/wordpress/wp-content/uploads/2026/08/ChatGPT-Image-%e0%a7%a8%e0%a7%ad-%e0%a6%9c%e0%a7%81%e0%a6%a8-%e0%a7%a8%e0%a7%a6%e0%a7%a8%e0%a7%ac-%e0%a7%a7%e0%a7%a8_%e0%a7%ab%e0%a7%ab_%e0%a7%a8%e0%a7%a7-AM-1024x617.png	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2026/08/ChatGPT-Image-%e0%a7%a8%e0%a7%ad-%e0%a6%9c%e0%a7%81%e0%a6%a8-%e0%a7%a8%e0%a7%a6%e0%a7%a8%e0%a7%ac-%e0%a7%a7%e0%a7%a8_%e0%a7%ab%e0%a7%ab_%e0%a7%a8%e0%a7%a7-AM-1024x617.png	(from http://localhost/wordpress/)
00:46:37	138721/138721	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Aug%202026%2018:46:32%20GMT	http://localhost/wordpress/about/	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/about/index.html	(from http://localhost/wordpress/)
00:46:37	133134/133134	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Aug%202026%2018:46:33%20GMT	http://localhost/wordpress/services/	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/services/index.html	(from http://localhost/wordpress/)
00:46:42	129946/129946	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Aug%202026%2018:46:37%20GMT	http://localhost/wordpress/portfolio/	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/portfolio/index.html	(from http://localhost/wordpress/)
00:46:42	136952/136952	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Aug%202026%2018:46:38%20GMT	http://localhost/wordpress/contact/	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/contact/index.html	(from http://localhost/wordpress/)
00:46:44	57445/57445	---M--	200	added ('OK')	image/png	etag:%22e065-6588d0e4fae80%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-02-free-img.png	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/bg-02-free-img.png	(from http://localhost/wordpress/wp-content/uploads/elementor/css/post-267.css?ver=1786213898)
00:46:44	241504/241504	---M--	200	added ('OK')	unknown/unknown	etag:%223af60-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.53.0	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eota9b1.html	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0)
00:46:46	108000/108000	---M--	200	added ('OK')	unknown/unknown	etag:%221a5e0-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.53.0	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2a9b1.html	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0)
00:46:47	133180/133180	---M--	200	added ('OK')	unknown/unknown	etag:%222083c-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.53.0	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woffa9b1.html	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0)
00:46:49	241344/241344	---M--	200	added ('OK')	unknown/unknown	etag:%223aec0-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.53.0	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttfa9b1.html	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0)
00:46:50	372159/372159	---M--	200	added ('OK')	image/svg+xml	etag:%225adbf-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.53.0	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsa9b1.svg	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0)
00:46:52	151556/151556	---M--	200	added ('OK')	unknown/unknown	etag:%2225004-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot.html	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3)
00:46:54	151556/151556	---M--	200	added ('OK')	unknown/unknown	etag:%2225004-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eotd41d.html	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3)
00:46:55	81612/81612	---M--	200	added ('OK')	unknown/unknown	etag:%2213ecc-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3)
00:46:55	97804/97804	---M--	200	added ('OK')	unknown/unknown	etag:%2217e0c-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3)
00:46:56	151368/151368	---M--	200	added ('OK')	unknown/unknown	etag:%2224f48-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3)
00:46:58	749223/749223	---M--	200	added ('OK')	image/svg+xml	etag:%22b6ea7-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3)
00:47:00	203030/203030	---M--	200	added ('OK')	unknown/unknown	etag:%2231916-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot.html	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
00:47:02	203030/203030	---M--	200	added ('OK')	unknown/unknown	etag:%2231916-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eotd41d.html	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
00:47:04	78196/78196	---M--	200	added ('OK')	unknown/unknown	etag:%2213174-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
